x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.33433106541633606,0.9249129891395569,4.1765278524508176e-07,0.38625040650367737,0.8657505512237549,-0.01692320592701435,0.4249088764190674,0.7985821962356567,-0.0226166732609272,0.44919776916503906,0.7377463579177856,-0.02831687219440937,0.4755284786224365,0.7030834555625916,-0.034304626286029816,0.40017229318618774,0.7169885039329529,-0.002692608395591378,0.4127415716648102,0.639674961566925,-0.01396853942424059,0.4186789393424988,0.5837981700897217,-0.026538046076893806,0.4238574802875519,0.534075140953064,-0.03616374731063843,0.3704027235507965,0.7040965557098389,-0.00351631548255682,0.3734232187271118,0.6221946477890015,-0.013594460673630238,0.3744644224643707,0.560840904712677,-0.02749232016503811,0.3767257332801819,0.507043719291687,-0.03790237009525299,0.34055501222610474,0.7068678736686707,-0.007288030348718166,0.34252727031707764,0.6308411359786987,-0.01895531453192234,0.3430260717868805,0.5713631510734558,-0.03129715472459793,0.3449620008468628,0.5217767953872681,-0.03968048095703125,0.3100803792476654,0.7263873219490051,-0.01281166821718216,0.3038308620452881,0.6654424667358398,-0.024178363382816315,0.3002820312976837,0.6210284233093262,-0.030652981251478195,0.2987993359565735,0.5799348950386047,-0.03436952829360962,open_hand
0.3499593138694763,0.853070855140686,4.093918164471688e-07,0.40380045771598816,0.7849804162979126,-0.014013848267495632,0.44168776273727417,0.7214197516441345,-0.018356164917349815,0.466042160987854,0.6667072176933289,-0.023851336911320686,0.4911191761493683,0.6337401866912842,-0.029770823195576668,0.41614505648612976,0.6410294771194458,0.00270781759172678,0.4279290437698364,0.5654898881912231,-0.007699301932007074,0.4337562918663025,0.5113933086395264,-0.019779402762651443,0.4393867552280426,0.46283799409866333,-0.029194166883826256,0.3873269855976105,0.6293310523033142,0.0001568365842103958,0.39020124077796936,0.5485252737998962,-0.00966464914381504,0.3912498652935028,0.48846229910850525,-0.023565590381622314,0.3939504623413086,0.4358923137187958,-0.03415418416261673,0.35818204283714294,0.6322414875030518,-0.005573966074734926,0.35971570014953613,0.5577690005302429,-0.017370540648698807,0.3596264719963074,0.5003518462181091,-0.02985004521906376,0.36136162281036377,0.45345330238342285,-0.038338303565979004,0.32764190435409546,0.6505497097969055,-0.013008135370910168,0.3210131824016571,0.5884544849395752,-0.02446158230304718,0.3182058334350586,0.545524537563324,-0.03131875768303871,0.3178059458732605,0.5063777565956116,-0.03551802039146423,open_hand
0.36203980445861816,0.7764777541160583,5.092147148388904e-07,0.4175863564014435,0.7043609023094177,-0.014354861341416836,0.4529338777065277,0.6472185850143433,-0.016880612820386887,0.4774719476699829,0.5959176421165466,-0.021067356690764427,0.5026599764823914,0.5634164810180664,-0.025240276008844376,0.4268055558204651,0.5664232969284058,0.02031431533396244,0.4394422471523285,0.49409398436546326,0.017610112205147743,0.44622695446014404,0.4445550739765167,0.007469994481652975,0.4526536762714386,0.39845338463783264,-0.0019666547887027264,0.39871278405189514,0.5562300086021423,0.019287681207060814,0.4022132456302643,0.4808260202407837,0.016185268759727478,0.403900682926178,0.42387476563453674,0.0018011498032137752,0.40721410512924194,0.37634921073913574,-0.010383636690676212,0.3697516620159149,0.5604791641235352,0.013790037482976913,0.3715629279613495,0.49020668864250183,0.006888276897370815,0.37270745635032654,0.43339648842811584,-0.0075087775476276875,0.3759015202522278,0.3880701959133148,-0.018531184643507004,0.3404999375343323,0.5776143670082092,0.006181792356073856,0.33367159962654114,0.5199326276779175,-0.002220138441771269,0.3293333053588867,0.4788854420185089,-0.010120470076799393,0.32937532663345337,0.44059494137763977,-0.016300169751048088,open_hand
0.37183690071105957,0.7078341245651245,4.23230773094474e-07,0.4235634505748749,0.6432491540908813,-0.010701705701649189,0.459568053483963,0.585208535194397,-0.012505440972745419,0.4841354489326477,0.5316056609153748,-0.015843650326132774,0.5106140375137329,0.5043970942497253,-0.019068872556090355,0.4351639151573181,0.4981500804424286,0.015262766741216183,0.4477912187576294,0.42929700016975403,0.01046767272055149,0.45395421981811523,0.3811676800251007,0.0010088353883475065,0.4607168436050415,0.3368338942527771,-0.007291658781468868,0.4071795642375946,0.48685917258262634,0.013069383800029755,0.411128431558609,0.4150807559490204,0.008094209246337414,0.41276052594184875,0.3631688058376312,-0.0037635620683431625,0.4160277545452118,0.31753093004226685,-0.013089927844703197,0.3791101574897766,0.49294906854629517,0.007373931352049112,0.3791806697845459,0.42441117763519287,-0.0006825792952440679,0.37887251377105713,0.3723396956920624,-0.011306220665574074,0.3812946081161499,0.3289813995361328,-0.018892565742135048,0.3512842655181885,0.5143571496009827,5.6331638916162774e-05,0.3423074781894684,0.4600699841976166,-0.008661985397338867,0.33789297938346863,0.4221123456954956,-0.014177476987242699,0.3377164304256439,0.3848249316215515,-0.01770065166056156,open_hand
0.3803445100784302,0.6394662261009216,3.618308994646213e-07,0.4292125403881073,0.592671811580658,-0.012765294872224331,0.4662572145462036,0.5398013591766357,-0.01630411483347416,0.48994430899620056,0.48759913444519043,-0.020794734358787537,0.515107274055481,0.4631078243255615,-0.0251828134059906,0.4430701434612274,0.4410865008831024,0.007356537505984306,0.45631635189056396,0.37360575795173645,0.0012301139067858458,0.46249058842658997,0.32935741543769836,-0.008089987561106682,0.4680793285369873,0.28951194882392883,-0.016006899997591972,0.41447383165359497,0.4323085844516754,0.005559955257922411,0.4178623855113983,0.36017534136772156,8.414093463215977e-05,0.41873395442962646,0.3121742308139801,-0.010239939205348492,0.420227587223053,0.27013543248176575,-0.01831929013133049,0.38718095421791077,0.4400981366634369,0.0005887093138881028,0.38740846514701843,0.37219592928886414,-0.007368452847003937,0.38758260011672974,0.32516059279441833,-0.01567658595740795,0.38970136642456055,0.2842866778373718,-0.02171597257256508,0.3601579964160919,0.46308207511901855,-0.006231812294572592,0.3496130406856537,0.41290053725242615,-0.015242711640894413,0.3440506160259247,0.3783808648586273,-0.019530104473233223,0.3418397605419159,0.34332916140556335,-0.021966222673654556,open_hand
0.3898142874240875,0.5983313918113708,3.433018775922392e-07,0.43585142493247986,0.5606295466423035,-0.015362738631665707,0.4717566967010498,0.5072533488273621,-0.019103581085801125,0.49677249789237976,0.45600003004074097,-0.022951550781726837,0.5216657519340515,0.4343188405036926,-0.026862438768148422,0.44985994696617126,0.414904922246933,0.003272335510700941,0.4634508192539215,0.3476777672767639,-0.002183587523177266,0.46951621770858765,0.30418774485588074,-0.010015866719186306,0.4740120470523834,0.2661420702934265,-0.016637856140732765,0.4216710031032562,0.40449464321136475,0.003517860546708107,0.4252268075942993,0.3286787271499634,-0.00037236310890875757,0.42643991112709045,0.2818020284175873,-0.008304597809910774,0.4275921583175659,0.24368858337402344,-0.014622674323618412,0.3944031894207001,0.410407692193985,0.0006535713910125196,0.39284300804138184,0.3408471643924713,-0.005690460558980703,0.3926742970943451,0.29630139470100403,-0.01248402614146471,0.3944380283355713,0.25893256068229675,-0.01756458915770054,0.3674986660480499,0.4309510588645935,-0.004281724337488413,0.3571884036064148,0.38230806589126587,-0.011765745468437672,0.3518578112125397,0.3495272397994995,-0.015314623713493347,0.35015204548835754,0.317138135433197,-0.017385561019182205,open_hand
0.3968786299228668,0.5753077864646912,3.1290096558223013e-07,0.4421314001083374,0.5435197949409485,-0.016310641542077065,0.47889581322669983,0.49066367745399475,-0.020327908918261528,0.5014849901199341,0.4389057457447052,-0.02404911443591118,0.5257530808448792,0.41981974244117737,-0.027737103402614594,0.4558259844779968,0.39860212802886963,-0.0002245766663691029,0.4700417220592499,0.3318552076816559,-0.00590532086789608,0.4760476052761078,0.28808629512786865,-0.012981819920241833,0.479818195104599,0.2511555552482605,-0.0188969224691391,0.4277283549308777,0.388896107673645,0.0004690626810770482,0.43171998858451843,0.31406116485595703,-0.0035620068665593863,0.4331892728805542,0.2680729329586029,-0.010577253997325897,0.43420669436454773,0.23151008784770966,-0.015990667045116425,0.4018481373786926,0.39470529556274414,-0.0018152178963646293,0.4006054997444153,0.32560861110687256,-0.008249079808592796,0.4004901051521301,0.28211918473243713,-0.015071914531290531,0.4016495943069458,0.24530982971191406,-0.019978011026978493,0.37545886635780334,0.4144750237464905,-0.006155968643724918,0.3652150332927704,0.3668920695781708,-0.014067740179598331,0.3595324754714966,0.33463254570961,-0.018224965780973434,0.35664302110671997,0.30281299352645874,-0.020535454154014587,open_hand
0.4030357897281647,0.5659078359603882,3.2125876714417245e-07,0.44909074902534485,0.5332337021827698,-0.01608341746032238,0.48577648401260376,0.4847005009651184,-0.020190389826893806,0.5081189870834351,0.4348561763763428,-0.024220047518610954,0.5325807929039001,0.4159241318702698,-0.028104135766625404,0.46085458993911743,0.39170151948928833,0.0033887834288179874,0.47546765208244324,0.32583779096603394,-0.0008600824512541294,0.4822602868080139,0.2834465503692627,-0.007092111743986607,0.48649632930755615,0.24918754398822784,-0.012203333899378777,0.43384283781051636,0.38252368569374084,0.004307297989726067,0.43830230832099915,0.30815374851226807,0.002380147110670805,0.44044947624206543,0.26315176486968994,-0.0037217133212834597,0.44205886125564575,0.22788050770759583,-0.008412149734795094,0.40900328755378723,0.3878766596317291,0.0020356778986752033,0.40817025303840637,0.319120854139328,-0.002606914145871997,0.4089769124984741,0.2766094207763672,-0.008728542365133762,0.41067615151405334,0.24198804795742035,-0.013116096146404743,0.38284456729888916,0.4065120816230774,-0.0023791573476046324,0.3729110062122345,0.3602408766746521,-0.008740232326090336,0.3681354224681854,0.32851192355155945,-0.012125344015657902,0.36600279808044434,0.2984744608402252,-0.013825916685163975,open_hand
0.4094673991203308,0.562843382358551,2.920563417774247e-07,0.45531967282295227,0.5343220829963684,-0.015958355739712715,0.4919179379940033,0.48424232006073,-0.019702475517988205,0.5157308578491211,0.4349667727947235,-0.02315465360879898,0.5402181148529053,0.41621488332748413,-0.026458144187927246,0.4701975882053375,0.39042747020721436,0.0013105709804221988,0.4848865866661072,0.32458028197288513,-0.002714012051001191,0.4910469353199005,0.2830183804035187,-0.008327892050147057,0.49471741914749146,0.24953463673591614,-0.013077493757009506,0.443492591381073,0.3800738453865051,0.0023604307789355516,0.4481525719165802,0.30612248182296753,0.000437395297922194,0.45009180903434753,0.2619292140007019,-0.005075785797089338,0.4514087438583374,0.2277638018131256,-0.009296180680394173,0.41845250129699707,0.385243684053421,0.0003928747319150716,0.41744405031204224,0.3171444833278656,-0.004350664559751749,0.4180261790752411,0.27608442306518555,-0.010246778838336468,0.4196338355541229,0.2422933578491211,-0.014476826414465904,0.39215782284736633,0.4038501977920532,-0.003640146926045418,0.3825606405735016,0.3590906262397766,-0.010411056689918041,0.37754303216934204,0.32831305265426636,-0.01412182953208685,0.3752190172672272,0.29855746030807495,-0.016028227284550667,open_hand
0.4154309630393982,0.5662437081336975,2.6538586439528444e-07,0.4609874188899994,0.5395118594169617,-0.016180669888854027,0.4981006383895874,0.48890459537506104,-0.020028630271553993,0.5227296948432922,0.43813657760620117,-0.023473000153899193,0.5478814840316772,0.42007291316986084,-0.026763351634144783,0.4756624698638916,0.3966306746006012,0.0008750745328143239,0.48970040678977966,0.3303251266479492,-0.003168627619743347,0.49560546875,0.28825080394744873,-0.0089028375223279,0.4997381567955017,0.2538629174232483,-0.013879582285881042,0.4496714472770691,0.3858005702495575,0.0021646961104124784,0.4547194540500641,0.312053918838501,0.00019688102474901825,0.45710769295692444,0.2675952911376953,-0.005611513275653124,0.45919719338417053,0.23269981145858765,-0.010290819220244884,0.4254729449748993,0.3895500898361206,0.0005024357815273106,0.42487412691116333,0.3219662308692932,-0.0036888853646814823,0.42605701088905334,0.27938568592071533,-0.009514848701655865,0.4282371997833252,0.24444793164730072,-0.014120175503194332,0.4002731144428253,0.40643149614334106,-0.003305408637970686,0.390593558549881,0.3614180088043213,-0.00913468562066555,0.3857976496219635,0.3301277756690979,-0.01250488217920065,0.38373997807502747,0.3003959357738495,-0.014594468288123608,open_hand
